A;Asus;B;C;Csus;D;Dsus;E;F;Fsus;G;Gsus;A;Asus;B;C;Csus;D;Dsus;E;F;Fsus;G;Gsus;A;Asus;B;C;Csus;D;Dsus;E;F;Fsus;G;Gsus;A;Asus;B;C;Csus;D;Dsus;E;F;Fsus;G;Gsus;baseNote;variation1;variation2
0;0.0;105473.94352981915;105736.14179201108;1067776.9183027542;1152840.2292995404;119505.35374876199;127290.528583225;1273532;133006.73025557474;138341.46401114628;139210.64966724304;141657.82662731322;1545030.5639494716;199513.97124835325;20500.7127923824;21232.71101206492;226492.63750943966;243839.25408879167;258160.04772862306;269337.9648982152;270672.9149400527;277475.71032450115;279915.371215715;332141.097022648;375317.2444515945;377249.62384296;3994056.7658181153;40420.767295743506;40440.93450419133;439426.39165570925;441905.07238040847;473065.7204022843;4804921.178544532;48412.3832855025;49252.723528203365;49259.32683997704;520040.9329047364;522157.6601219419;630626.8157365146;645155.4388478276;66242.93118684927;69168.09587126329;707172.2060363747;7862.106278850971;80277.40205016405;924401.4233639047;99821.2701678667;[A];[MAJ];[];
0;0.0;100487.5795108288;102365.15584042466;1023926.6494636211;1048782.16330355;111944.52852455621;112122.70343364651;113147.21670376473;123386.57046846222;1273532;151056.44747919962;158159.97943280567;163050.85458770275;164663.39505037293;169999.1692223177;178506.47587349304;183146.23298834616;186271.86781513784;203806.54846869627;247596.57881202895;248262.45011750504;250499.725320005;254240.172652516;278809.4085348182;282652.385867467;285726.9014533988;3593714.630078568;3721544.0175624387;381205.7840218248;428633.47992314876;465400.2526419211;515298.0239816851;568776.2917094635;608282.0067383336;658651.1981546134;670517.4105855221;69278.96358943962;73333.99077626098;78172.29423950223;79394.16610125932;81018.02199126717;81226.6837790651;82017.90464762837;83836.05417657294;856822.6085320719;85702.99340059035;860737.8976960941;[A];[MAJ];[];
0;0.0;101997.18698825405;104550.23894967395;105950.58960976508;1059602.6825257076;106276.20708064231;10891.229831640434;1122615.3606316792;123840.44030855187;1273532;152553.6720545341;175846.6138837745;199465.8647742496;217454.27494818822;222614.13745933428;248015.32543150432;252957.3608285643;26592.491701299707;288781.6542009046;2964094.919923441;3252690.3228514236;36271.96988959341;36461.03269841612;37366.410125119866;40044.269974977455;404751.5178112561;49050.916595082854;49605.665404340216;51145.87024180222;53798.62171645382;59501.596879932105;628208.3836568799;64740.44803626907;667702.187460658;67270.64646962946;6978.699715958432;70079.79448020822;736918.2204482331;75195.34209509895;772868.393945137;79539.18693167488;80401.64256878529;81744.61778790438;826283.6568213142;85593.40315966858;909043.6325651467;94482.21636377415;[A];[MAJ];[];
0;0.0;115778.3577262808;116169.52052740638;116621.25014208129;119428.22184281555;120104.26353158242;122802.8564660538;126627.29332618651;1273532;130024.36324128363;130779.59349636688;135574.78069552383;138927.77029357344;15157.491500254795;153440.21314706217;156549.36759091294;166619.2965564417;166678.92702672022;173246.1564201915;177772.1957609659;179673.43091783344;195615.11913154752;202140.9443562338;2056161.208748626;21130.561368815794;2580544.31932296;27370.341909949926;276473.1150392791;308911.6196818148;39772.369098146286;401697.15071661957;45796.74327301167;46056.75390324166;54674.19561831769;570578.2235048;57191.25950124194;581229.025977679;598589.561021792;607586.8896623247;613938.3782816983;63154.24093534236;773109.0336561869;774730.1716300189;85504.47380557287;85933.98263504134;86564.14022552314;978237.8545534895;[A];[MAJ];[];
0;0.0;102859.64547275314;117981.39707828804;119764.16074918292;121924.08826377404;123603.75002062746;1273532;130103.91349000526;138613.79929266314;145039.17487476466;145796.27019436305;151127.27823721844;151865.97763307812;157163.6561354009;157447.73856756318;159043.34671634337;1663927.488133756;179898.1300667396;180028.39332426141;180735.5327736586;182719.24887182013;189680.25909682296;197771.29180697675;199583.48580658884;2008492.0476960104;203641.69181878556;206460.01350239172;226981.54682466455;232609.58395164076;237360.9065929469;243732.00656442725;271799.54423568066;279760.02864269883;301354.37467210554;352973.96723801247;354793.02604139684;375597.20765316655;410090.03454105917;434362.7757143115;48850.77390424253;532584.6305362231;567071.4491212638;595689.3646271711;688310.2666988338;877190.9115156208;89119.42296153825;93900.27671086018;[A];[MAJ];[];
0;0.0;106398.57267912645;114829.186752307;119633.59965470551;1273532;127742.9307314323;130560.48014239757;131800.4993825623;134391.54289597037;1394238.2810460615;1448116.4553829194;148248.4663464334;157719.6652516059;162677.23655715908;167145.05809740094;189756.04591010872;204711.0669938371;209454.7905545786;220345.67549759048;240295.05914795693;247553.4852990009;249797.81634686558;274159.3142001093;276707.6814290429;331842.38460701867;33432.32467793939;341349.6782381042;36688.810549125395;389035.95425649494;403376.7819733799;436186.9707081202;477279.0022401047;52096.99898456682;60311.33778331358;679506.6897296193;69646.82849258705;70031.21284666333;70040.68044645517;71638.53185490266;72009.2590744701;73189.1825877004;77221.48448773392;82913.58878025951;88564.52875078966;90489.09182507549;93187.52468727883;99329.5582726159;[A];[MAJ];[];
0;0.0;100436.57398970894;114200.582656199;115369.29850811834;119581.9854468272;121514.87031863238;123315.90956908447;124747.82358231352;1273532;128033.65791750938;129515.40162196751;131033.42512012587;132505.38686275773;139951.9414885818;153448.89664409062;156089.8131035774;173693.52680129686;247890.48704497286;271051.5000897215;281583.14941937866;300962.9844953988;317325.34165257815;345305.6841508783;367317.08302139427;40795.42286155183;446126.67497621273;51205.63448909918;605425.7881378223;64838.62433103384;67306.70852984932;696241.3043456452;76008.57499985477;77177.44286835624;82116.27725642562;83615.65307426872;84385.34599139198;84679.66973347023;86490.8777552554;88103.39982511071;89582.42891395529;95514.43835291454;96290.30559236932;970470.3201637537;97170.78804685292;97601.54991251044;97677.7906607306;98718.4939187318;[A];[MAJ];[];
0;0.0;100013.87687267497;100777.86633835858;102850.18219312877;103019.06654461485;104609.23738604279;110729.00100920135;111379.57899620915;111445.34420857666;111527.2393559756;112635.28118126126;118777.07658068121;126945.6250511044;1273532;127574.35815505704;133429.0934036392;134719.80128393433;142131.31474417032;166616.6173238105;181409.04154566157;24079.707602804465;260354.74473963692;315382.73685303004;329537.1997123466;336755.7740733473;374289.6817020474;38700.05333222183;41098.833537076156;465908.50448383857;489458.8842865841;520731.4423970222;52969.06717882628;57679.452406579316;61977.94941216048;63551.07999145953;72149.28187258277;748266.5850448802;76155.1273512605;81981.20923042035;83645.83118886656;84058.85567174139;84399.68643199278;86164.45906550215;91644.03083860413;94628.59309092622;96213.45403805759;97332.63913674085;[A];[MAJ];[];
0;0.0;104646.1070002606;107492.6949867393;119437.73338086756;125792.16150600139;1273532;133471.62752439152;136727.73594216778;160364.31140293303;161185.05609728224;165337.77596116494;173129.9101251162;185892.28097608182;189188.22337915367;200255.32008617558;218310.60122052714;225707.62400585818;226536.1451757063;226549.33526258712;226826.59667388778;229239.17441148995;234014.80939517976;238659.4477632688;239581.35925623332;262741.07096574106;263187.2504430284;307753.2570931477;31479.788924853023;336818.67270928144;356327.5557812169;362753.9911476107;369156.59085561224;419215.0410864662;422854.9974668493;425804.66785017244;42888.30802438518;547302.3986089026;626157.5192094233;681073.120657038;725617.3292447048;797290.7858099458;804234.2874687845;809196.6664283632;87564.34872354186;882245.5283501219;913956.3216349091;96771.87153508216;[A];[MAJ];[];
0;0.0;100713.9535793499;111261.78983558141;115628.30115560473;118015.53214079949;1199039.0479173914;1202243.4302298117;1217179.3249115208;1273532;12905.99406860298;138582.10723446764;139978.57330521752;162063.21855445747;163445.8006732261;166975.535773288;1695679.327600163;178574.65164482867;1792135.5680045073;183516.16283153614;186201.94672866722;206827.5616595314;215025.18004235625;221547.2073227181;2627178.977959561;268321.86129761266;27381.434613769903;287014.46990847914;309925.42283798486;344815.86562885396;414922.9371414456;434643.0070194076;471142.5269536631;474290.2423352369;4791166.883839348;479810.87270731805;533983.6905224965;578783.3871800747;6266731.374425857;6296392.855912361;631023.657700065;660986.3817816305;68267.00698760031;716913.7679840378;78173.10685827729;906873.3374969388;91928.51595927835;922174.9068553998;[A];[MAJ];[];
0;0.0;102023.64140207783;102286.85030445263;115993.59713983782;121987.7551011463;125708.99868349575;1273532;131311.56896673635;132073.94858514547;145263.72315302718;152328.28521187225;166580.084448608;191790.9334151142;192956.25909416555;193492.72665473665;210626.4774831141;235614.09786731246;2408768.3672982403;257926.34493144497;26101.238402402636;263062.1152762303;2760214.6757176127;284549.69118058;285517.2733505178;286838.1085047361;28943.848409107497;295920.8370210112;300466.2003963975;301742.20215486153;30467.061342883775;312287.94846318086;32020.230496455562;345751.03995095455;350944.56208878785;407992.4217757682;422008.8189548322;44517.12696822762;448862.33760204975;54610.56569674269;62103.601471824826;6331460.040186431;6494.924566034142;65749.20315438569;77322.06025082612;77476.71361846675;94836.69140728711;95065.58519597337;[A];[MAJ];[];
0;0.0;106007.71131695193;124508.33144991304;1273532;132262.36748206575;133228.16931825556;139370.50648976408;155582.00301108722;1588652.5211128767;164164.33634030673;16915.377582040794;1716367.3971326363;171827.15825320728;174314.23203146094;190767.70433861407;199308.46825341854;200963.9365841251;215815.27498904234;226116.89361080265;253223.74617018388;265105.2069999646;269851.07853453857;278181.7489022217;307670.6290296526;315685.1628736339;381532.4124143917;41099.624489617076;41448.42474575401;47862.23018270011;5086296.37963165;5387.017347390725;53951.31827761929;548282.494061997;593246.0095572122;60481.645820025355;62473.16024765696;63109.96924234456;64322.14859359387;67615.49847531701;74870.02929512829;77826.24194974513;80947.431884628;83089.01433579542;85976.85251894714;86983.35815942871;94362.39767545252;95827.78738830022;[A];[MAJ];[];
0;0.0;103534.50304926939;106526.99564866297;106657.00937103294;108049.56550722847;116023.97589213193;1273532;128237.30152488862;12934.826884430437;133473.1711723248;146034.10154224068;150664.05126190267;16296.658002829301;16969.02918737471;174107.3100445308;222555.55632954199;224696.84600847706;225756.82087782625;2538224.860332171;260277.94675167376;27735.910396588126;288135.02265238634;29556.374254243285;29929.17028799139;334747.3087742481;335548.8130278637;34417.351992982985;3753587.6987638245;38711.36862688656;40458.88743029337;41784.516887945865;43524.04274661586;47497.25651201908;48301.865215860176;483084.12344007916;49881.705780297634;53475.16108039355;55629.61926459472;652018.042151265;65707.68113655363;68491.59985254498;68909.11628823867;69683.9478352883;70031.48646683154;70731.35559717873;74015.71805222514;79544.21468227867;[A];[MAJ];[];
0;0.0;103182.96854091874;107708.32187995384;109630.3357221235;112154.3457085842;113784.32326374024;117995.17026743449;1273532;132923.382212644;141645.99905745627;175663.89009888793;193433.00581234074;205383.21955498747;208319.21560103146;2130.920618440217;218837.0550777233;238824.2592265014;2633777.2942136046;263433.21478092764;26874.80615445413;308959.8703728559;311737.2416384477;3137508.830337732;31607.99891457259;32643.853191467104;32967.52095940178;38209.38038557983;41143.85191106094;42881.036636474055;47618.26896589339;52070.25126102945;54745.46076623721;57993.42430682551;59374.02370862906;60600.782527534444;66600.68877555872;69322.4802940352;70292.52073398013;83902.19884767843;85362.2085572675;87986.28004621771;90244.20601656931;90942.61116969916;92038.80757630774;93406.95817678841;94711.42181356355;96444.27325745347;[A];[MAJ];[];
0;0.0;103101.14170841566;103748.51134299485;107846.35300597685;112164.67025969298;115858.44049716419;117579.69891127608;1273532;14413.928452208931;151801.17357724573;163413.2594043471;163563.5804027723;163641.4112806056;168876.60560023854;174013.89791452276;17408.64407430352;179162.44384550204;1997113.4364408446;2051034.9769164133;217714.19892664324;231050.34657238494;26262.248266930554;26940.888817638028;28565.374908022637;303654.54425872175;34982.71330081772;35321.42518670337;37971.5650623039;42590.19839798944;43602.47438480126;45807.59440653184;46364.98505822092;46422.39368138096;47879.31014758454;48895.69340891696;51630.877611505886;61020.70612554594;61052.203161699596;67379.63950067363;68999.74849004515;70526.0278403571;71406.30147590164;72481.81409279446;73560.46555753738;82329.57707803356;84813.21653492424;89467.22201531677;[A];[MAJ];[];
0;0.0;110438.95571668178;118186.75074718813;1208311.5549908406;127284.59085972924;1273532;1410568.2880107905;1730406.3832669628;1787785.4441089544;181408.78181392848;181929.7223674499;187032.2984023735;1952015.7990745853;195586.19862580314;200946.70096714987;204329.88742578943;2044422.9529630973;206529.93764901152;208152.77866076512;2088510.2064559855;2089173.2724731122;214731.73541137;225876.77836867972;2286284.465629176;229075.2172218938;233854.7724112229;247419.4682304106;257335.45218719696;263796.1396193067;285233.01074179297;299233.5032766773;3118363.339750192;398704.40492389357;425567.8044138606;455670.8781970497;462147.6611919105;472926.28808285366;504326.9902724268;562736.5326930642;64459.432304033566;648414.2987533528;727414.0850390865;729647.3834195344;735948.8345830523;750311.1494447126;751860.0668929829;843249.6237167442;[A];[MAJ];[];
0;0.0;103536.03511151318;107487.82360608026;112435.5957080946;125286.52161219245;1273532;137763.41418295866;141951.30930975074;150989.5041087463;153220.15945874035;181815.87649194925;194915.35446262496;197823.39265532495;201686.4859848217;205809.66108382706;206882.72854743226;225411.46598023394;243934.09838748796;24451.668027364154;250972.36654516117;273772.7967058686;274172.2682978481;281627.56516596174;289122.3837732372;2907139.898182398;292667.1652391026;297497.57580139016;29813.992706953697;32703.4768015122;344043.3206856773;378369.73223754176;38787.0748899398;40147.213271377645;402593.14318066527;416133.9241705735;507978.6818094027;513125.04243466695;5560975.163363207;562472.6697245331;5809033.754375281;66781.56064749697;68268.673962884;70066.22663028254;84018.13154239544;842054.0762820715;874398.3238508544;87964.39478377072;[A];[MAJ];[];
0;0.0;100320.92227386405;114535.67463356994;125864.8423464699;1273532;132290.5274569393;140236.42840054922;1452244.7052446862;150049.08612412564;151184.85315716284;153806.87840810342;161266.19230546142;174524.18527046897;175888.05234744385;190026.4466251649;1981810.0014584581;247217.24862854267;28239.683028218056;2829257.5944482754;284786.07886493846;285118.51461421745;285725.3610245802;295011.1710148156;29799.93219719631;313591.4780015284;315889.47756086645;351669.30356304115;374541.79473637365;379961.19569543086;38207.979426484635;447531.11085601704;47615.77206207718;485316.1973595438;506840.9227516206;51189.632383014876;52701.05578454986;55306.58953295918;55376.75609515405;56584.783708089926;60337.882701506336;64203.9019133687;64396.203285902615;74798.94111333633;79018.89948620246;79392.3487406328;90360.55000992848;97067.13855187526;[A];[MAJ];[];
0;0.0;103137.84651264772;116434.53153570056;120382.63611943167;125093.63591384719;1273532;128845.56635668669;1356400.5659471909;142316.8514863887;145078.20796531372;145627.5994168075;146261.00292427003;1536089.348529913;158082.70813471157;171180.57024228992;171994.27749095007;186798.30553364012;2048840.4936290549;207008.83038791732;214912.7768489065;241831.7400012604;250559.05486318487;253708.47899511052;288327.67752279644;302110.8708563409;30556.142532713795;319768.26800013904;335177.7870029408;34086.03893806327;37411.932845089905;40832.83851930218;40900.02287414722;410509.165308552;45167.676940386475;45627.164991762664;48225.92402661752;50705.26849756001;53593.62403592518;57000.17863163354;65294.9303033268;67655.70278737972;72741.66303639501;76837.45632266632;83081.66646726975;84975.90321810477;85712.21445232265;96388.41518023534;[A];[MAJ];[];
0;0.0;1273532;135956.27541166238;140432.42702089416;141310.7739877915;143912.35308738216;1460132.7318865766;149215.17091539397;155989.156315407;156814.5333981397;157108.41753485973;160274.36507373845;176433.92555265396;186218.89431840187;192338.08761421364;20412.638157951907;209685.34618237612;222631.65634559648;234420.5476008275;28652.648557632885;2961848.7535273405;29889.55674542242;298925.75117429567;299091.83862381906;34591.047714011846;35387.179786656285;38641.122962635214;42856.63459165603;53195.5245591576;535018.2253715368;56476.185787426766;57469.26987893177;64845.080868057164;67281.65543050962;68802.02224107088;75827.62830152178;76290.54156386526;80318.14425933012;81738.54511780734;82695.449638571;84083.38555010354;92054.05086033282;92187.13578053533;92880.3424731484;93019.43576176198;96403.9014194;98735.92140425966;[A];[MAJ];[];
0;0.0;100189.18756003982;1124225.8912729956;116022.03823102803;12343.300225115207;127235.62029752744;1273532;128939.22981536954;131163.60309078378;136584.2329796715;140812.67672598473;143902.02286993232;147733.15824660863;152560.87489590058;176247.56117468016;185725.61856151512;198862.90461262123;207768.30585063118;24686.03254651441;26288.86819517262;2692957.880133785;28785.69858868104;28934.198654671127;30112.497491383445;30137.660745400066;31834.063090111813;338091.6904575197;38170.44128368897;42343.150844042764;43504.0444832954;45302.43650198291;50727.103141356914;57257.07630875678;57390.42964506764;57782.857890271276;62255.51552153509;6306.547312179156;68441.35565798442;68827.80474147682;73607.07522642246;78668.34704276502;84895.18866208478;84929.56578337826;87730.29951509407;92608.00431755552;93475.98908288965;98770.89748486558;[A];[MAJ];[];
0;0.0;101188.10078089133;101986.70876299433;102580.14131286445;103485.80074459304;108089.25681710846;120718.81929932511;121542.20439880437;122643.17479894935;1273532;128197.12188926818;138658.33397264613;154040.96170862304;155028.83200517466;1828133.9190468383;187864.87767143836;190164.7031322791;199024.90428030284;199912.76323408764;200082.81112000212;214450.5781698339;224166.10215433696;231644.38856507;251010.16758662005;26562.1824761015;32422.440101800385;33441.03409288735;34021.79612921527;38758.83931023744;419163.0150917757;49638.53643974054;50212.61451945451;53500.77577944027;53656.11639679078;56271.74640709904;62546.350455654945;63140.358529232646;63145.664498043174;65201.48494730523;65323.28853338301;65383.91490150697;67048.06902347684;68944.42773836506;69061.16867360836;72797.86245950751;96001.75105431917;96199.49688698666;[A];[MAJ];[];
0;0.0;102467.3338242155;1032167.9181834719;113644.79663835706;1273532;1287585.8691443768;1401393.5791924486;140793.3190832183;1476402.693752163;151081.2472706506;1585268.5947574866;159080.96595786288;163083.96385249167;164569.61617375424;1690595.1886324822;172338.75731664794;172349.5472874598;183412.2286093974;1877349.3315784473;204610.83617475166;211855.50315749526;222121.38332361568;242150.4621293073;292922.3100570327;294824.86609331286;330585.4776886919;3307657.9283238114;3835570.2381776515;392270.5373062647;395204.9175595082;416185.0645866367;429240.58618246857;513541.5574291724;531832.9435668569;555172.1584406993;556251.1546077281;5801239.353996795;583743.2182507226;613780.2727473356;623599.652804528;657617.382670784;742001.9783195069;7751349.507126096;839393.3567699578;945959.2591444368;966583.3969276443;97663.88616819718;[A];[MAJ];[];
0;0.0;104738.19412751879;110283.04248349767;112698.23841424624;116838.18329601876;119269.5483118021;119655.10599029358;121879.83074477433;1273532;128853.59284582654;142359.36801676164;159464.52346338442;164071.13501343972;185918.49460947636;19911.015679548218;218190.2399457471;223944.80838438927;225181.0511907319;233404.11278027718;24864.433458445852;253524.43671695617;254437.278766283;255550.74896247443;305438.8860391083;307155.8474109946;309383.85362004087;3107804.3023537453;331819.68214902864;36030.84143326446;3733386.5653851726;392605.9735187622;3939486.5741462773;406126.55068129185;440205.8061069285;449217.9767928017;496375.6835380266;503147.31526629196;53283.41693102872;53595.33233496917;55841.79927789623;570153.3498471391;65672.62817293419;68239.75551828711;70568.56425719107;82167.57981971175;84534.14434367952;97653.72934772701;[A];[MAJ];[];
0;0.0;100026.66697059851;104277.39683850436;105240.1329014116;105633.87750649;112389.71730041693;116530.61022122343;117216.77081832592;125444.13077528821;1273532;128979.92890201519;130745.06853179356;135972.17868059312;140733.31268815842;177909.24884462488;2007323.4680697042;20246.45112591394;209872.28865367302;218317.38625421067;224082.12637076742;225023.8494292476;234497.3421435309;236889.77789240258;244125.140368168;254773.26857036946;255571.25344587193;259030.31923807118;262855.29893991904;26339.1055855421;291128.2714310963;297538.28005575814;312951.86985461874;313709.4050362684;315924.0409902234;31783.181967161494;3481990.317917372;3595985.134708776;405335.3384464855;42769.41470030448;45982.030935166506;59950.66459698587;60032.10816518202;61595.6548843241;76005.94777930771;88884.18421397396;93745.96192882469;9869.850882481926;[A];[MAJ];[];
0;0.0;101176.88732345002;101767.44973207761;110479.12482066138;113928.55804411443;114667.69514374687;120067.3469736603;1273532;128156.0983758802;132757.02499193003;137539.63166301625;137897.9486036176;139496.42633201968;150316.72192240853;150634.51014575394;161687.03239493;173303.72547477265;175379.41299982538;189081.17808964645;193702.5869639633;204284.71714676762;211326.21425280315;21632.580632220586;233664.99440449008;244554.08222227986;24866.709825145557;248786.76077407578;25847.042120939448;296624.0280784138;3042932.7344210017;324124.68875514565;341051.2232778464;390623.25681893737;39388.41780108631;4305922.402245172;45019.51610857146;52948.645976136024;64031.74540735219;68519.28603588515;74257.05112456888;78143.5606361966;79877.19747134662;85505.51429085698;88640.53522172172;90758.28241209386;91319.21818452714;930867.1781199654;[A];[MAJ];[];
0;0.0;103091.331327349;104033.17589994695;107493.79340068181;107561.934209198;110883.36376738551;118696.16829305365;122542.06927050621;1273532;134992.6699257527;14361.163239533338;143861.15541182092;177883.15181902135;197002.9672418072;207721.79455025584;211801.9083857582;216672.67384405635;2456429.477564055;25136.858066260585;263617.0265469091;26574.687181018126;30304.51795398836;311587.3726748977;31727.53764176967;34017.71448078483;34107.252001934845;3437387.982861366;48048.477980222466;48263.544252562795;51899.84452357901;58333.47854561133;64995.266039080816;66119.13333558371;66270.95839821313;69668.52532649705;77256.51904373805;77503.35692868978;81877.71509966596;84591.01450855788;86541.39350263082;86662.01567817004;88724.63035841803;90630.18659528616;91186.84748079539;96117.39083619571;97196.02102794267;98407.37736141082;[A];[MAJ];[];
0;0.0;102958.46852105053;105237.36987095715;106582.55877535949;1273532;131477.8764672886;1424745.8548092146;146980.89663494745;153488.3804524663;163410.04776923184;16589.377684414736;166915.6615752368;169751.59731070342;176318.65861139275;179389.25846522587;191285.72587621742;211757.3765063481;217108.80561671083;2216633.3707608306;232522.94901446046;235025.564095852;237789.69243897282;239685.24119098065;25575.03780231078;27118.618823259083;273919.00387814915;274854.17679932166;28577.107704280173;31780.942122749664;33581.9881578514;42117.1675898311;45578.21905322197;52243.105120526234;54984.992151866194;56315.27518575903;56522.008341586334;68451.92112081563;69964.14418989753;72295.95818411416;73017.00296730106;80501.73883746949;81339.77460618083;82114.72735674794;90631.81488192834;96138.57164762601;97777.23718955606;98436.24046084327;[A];[MAJ];[];
0;0.0;109697.97780028313;1208557.4009157955;127206.77084864359;1273532;1330683.6447126786;1426682.9670739626;1603859.8480743766;167390.09582912616;171452.8507675888;1789572.4446135587;184777.6976927022;198692.52577664104;215172.81170096123;2365699.3800205393;2375266.9849948743;244868.97852325175;259609.1078190002;278220.25851159636;315171.81489212794;317219.75409473537;339839.68897582113;387006.22778215475;390068.14788795495;39741.03784416173;4048694.7581133754;40695.33207342197;46903.02340273296;495480.1614710177;502219.75304937625;53687.70257487773;5441229.621979354;568580.4965382279;5757675.172870466;58088.49610847553;59918.904161115985;618009.8429289771;626397.67340958;629290.1775444611;716853.5945778197;80019.55747158843;809413.1316334739;825427.5540185408;85122.80271673649;916049.6510484681;96415.70284123514;98827.27108606703;[A];[MAJ];[];
0;0.0;100799.3496290552;113673.78034868112;114279.24476906801;1273532;156054.33505022665;175883.5586555249;181616.85361636797;184956.08728655073;186082.81914640593;2022831.2974205392;236974.0117258713;237454.56334708253;239844.81565674485;267786.4942715584;2731553.4620645335;275231.61675313045;292779.64047196426;293267.65229116625;296734.07949541876;313133.3963234405;33822.76981883079;373846.2499770107;378343.209148412;391414.0753208594;42472.6035848948;428292.4363829363;46809.19451833437;48180.30141309076;52632.4765111197;53550.24029789823;53746.82964630033;56662.816600868646;57376.38328179305;579832.6602399395;60009.03217965762;66713.336307322;6819877.450865472;709109.1521701037;72520.44405054253;81277.95976426377;82755.16125545929;83035.08498728779;86585.86393804138;89412.5847805883;90892.84111795596;94992.45506741252;[A];[MAJ];[];
0;0.0;121868.76898148388;1273532;127867.64687247406;127956.72247475223;133129.25716144883;136327.25026961463;138455.35834720416;153350.44261315622;160225.28275537828;1766926.5685154274;176777.55528073767;178004.10302095776;194464.42017833792;196768.0436457041;197878.82639759843;200610.5570254638;202603.67589423052;216038.3639838579;2189588.3907675226;226249.6249078439;232446.3604775208;238649.80420929403;255349.29376840286;255478.86762376537;271952.57601486443;284826.16337986157;299282.96517180547;304450.1657017731;31733.957136364144;328762.00945192785;333413.16549214226;411376.07475433446;53019.92436693458;560023.4017230844;6345277.066631834;63901.401788933865;76687.46496866661;80439.77842034523;80947.56037800953;81468.93965840683;85048.35407331928;86224.09742139174;88806.9471109039;91548.38269791246;94377.02441755749;99430.96663584189;[A];[MAJ];[];
0;0.0;10099.962517221515;101678.35748182482;102737.24370478619;116708.8318812738;127051.43695928213;1273532;127874.98105787748;131105.87984136544;136436.40855288642;141120.2591314234;143463.864287945;144452.47675846863;153232.7087376295;156724.5908080868;164798.77034585678;166566.95832086698;181653.02598117426;204415.3069615311;228410.59350371113;228585.10817721832;232334.45992827986;244776.1336782487;246705.81232480513;28172.37126491792;313868.61770330206;3272326.9198883837;34415.45774877718;38836.63118824689;427512.60374316643;43531.72024726832;460333.08386769553;462450.20462732314;5039011.260645261;529702.7725895527;55247.297856739795;55487.03158058848;69983.44709302354;70415.02724110596;70933.31988337604;71047.12907083091;71656.60965891188;82002.4065733894;84484.44167804305;85094.733429441;93797.89857441855;964153.0825017139;[A];[MAJ];[];
0;0.0;102424.00159610934;102479.60708417105;108228.70183568576;122715.9756109293;127073.36211614801;1273532;135150.8942975402;139134.36829642582;159153.478461138;173021.48830715002;178956.5737993259;19235.355481871662;193275.2008981179;222025.09897156755;233244.619905425;26952.940029658388;284389.0764910967;28710.79316832865;305528.3461964099;319379.2476319353;319831.12234688166;342053.6328231316;347444.70709958614;3488437.974476662;353276.79858711467;36535.88725107193;365505.58580866427;373524.9881133004;4009274.620259084;41156.14504315959;42202.19308804894;49157.69522793122;50407.72864586986;54039.936186226325;56314.33636156909;63544.03400883679;6398.735034953876;67953.32524654569;70421.30286081879;74787.22893533576;86477.11171047785;87752.95100866973;87967.44129895508;91394.58971725858;92110.82757109906;94932.03162258088;[A];[MAJ];[];
0;0.0;109399.95678776933;110620.35773647894;110674.2068484134;120135.7375475647;1273532;130877.70546982775;14019.22238103591;143394.72765280903;143421.00450599098;1458479.0392972862;148897.6305307506;150501.0802614272;171277.2722281074;18635.948822681166;188644.1891366882;216956.9965125051;220629.53004724922;230920.8853677833;2351602.7057371847;2390470.3047622964;241895.09754590446;24805.116377403374;24968.62204026172;254079.6988401718;26136.397660320974;266361.8675309878;291419.4972089613;291470.30611528875;326242.4849906864;38530.6997280467;39019.35601494968;44947.973679652816;48921.0549630694;55061.315751029906;60134.7990646157;62640.87336171524;66100.03139848266;68524.07984197992;71153.36954540909;72258.59306871808;75530.62217234858;78536.31497496065;83102.22496240816;85906.20404174528;86448.61661859027;88754.25581600604;[A];[MAJ];[];
0;0.0;105631.36126439374;106185.09283555394;107756.54841906877;112395.25536413201;118480.42609749315;123589.49381184159;1273532;128897.44833533026;1307041.2400640857;132422.31021739068;15167.358157721948;156249.83881182273;1673003.4515596584;17421.289529453617;18083.7618376886;181749.20742181805;183265.84265118948;186137.98595461794;194911.1673308165;220395.45557648194;231475.19338112828;246311.220533308;27163.36455395458;31192.422120614494;34475.80186149586;36829.97618474637;43130.353399043044;44367.80990846508;49442.245168437286;55977.135162885046;56981.25162591235;58965.5565254168;61115.86930146622;61783.372776044154;63815.40981075389;66239.6462602889;70932.48646046233;79434.89464962408;79680.51234395806;79884.50434253106;828161.3446119578;84548.65242768062;84840.2500371113;87417.81101594446;9766.02352619382;99014.51465934134;[A];[MAJ];[];
0;0.0;100888.12389065152;1010895.7400264625;103067.188691056;1030738.1184252073;1069580.001460432;1184982.4318335003;118766.88891842542;123209.63182524733;1273532;128465.33301497345;1284898.9629985972;129714.60155328356;131355.4958819489;1385957.6385974966;142124.3373465899;146376.51433705393;154010.31181347554;1542560.0936382278;160154.44781898882;1701004.9853086302;180844.8840522157;1854429.2795394068;1891231.7423697598;190395.0180846679;2030786.434546185;219534.46070522463;2214508.8175575016;236226.99290629642;34272.917176625844;404959.3340786356;408940.45975550974;465332.84790005366;468254.655655604;477826.3638299204;490462.9718648247;504937.69794182834;522913.4084586114;587738.6220946097;678374.9937638582;75628.60286553977;834038.3842089154;84160.70519063463;84677.27023349617;909548.7225863324;95641.24772295216;971940.4918509753;[A];[MAJ];[];
