C;C^;D;D^;E;F;F^;G;G^;A;A^;B;baseNote;variation1;variation2;
0.48720294;0.1940248;0.17847134;0.15514904;0.41418156;0.18545459;0.29203075;1.0;0.34472567;0.106887124;0.13777198;0.30541956;[C];[MAJ];[];
0.49390566;0.20416522;0.17760833;0.17014691;0.45301682;0.18384472;0.29208073;1.0;0.3394288;0.10516529;0.13750581;0.2905976;[C];[MAJ];[];
0.5049607;0.22778425;0.18146616;0.18232778;0.45233864;0.18900816;0.2958312;1.0;0.3863237;0.128477;0.14961496;0.2910158;[C];[MAJ];[];
0.6062604;0.31813896;0.32914776;0.28815082;0.53323233;0.25425968;0.3341935;1.0;0.41903204;0.1885907;0.1969208;0.33720502;[C];[MAJ];[];
0.61343575;0.3977795;0.42541885;0.36583388;0.5218102;0.34142658;0.46294728;1.0;0.46331847;0.31031537;0.3052046;0.42916062;[C];[MAJ];[];
0.6928495;0.4374118;0.41209713;0.34050944;0.44992486;0.32295188;0.5585031;1.0;0.54959875;0.2907557;0.31065148;0.53526783;[C];[MAJ];[];
1.0;0.5198735;0.35139263;0.35625228;0.56454563;0.37281674;0.5892278;0.95462614;0.59517336;0.2860052;0.27863282;0.5617476;[C];[MAJ];[];
1.0;0.41911766;0.19951996;0.27152488;0.6222916;0.33796442;0.35321328;0.6412191;0.4517154;0.19801728;0.19290432;0.48038217;[C];[MAJ];[];
1.0;0.39195225;0.1418351;0.21064723;0.60891026;0.28516588;0.2717077;0.63267565;0.4372171;0.1851886;0.16334021;0.44829947;[C];[MAJ];[];
1.0;0.36675984;0.1255061;0.19841604;0.5663646;0.25343722;0.27148858;0.6750125;0.40935072;0.14613688;0.12638621;0.43689838;[C];[MAJ];[];
1.0;0.35815346;0.11652118;0.1747554;0.52336156;0.22998144;0.2264096;0.6875263;0.4018627;0.13811909;0.11845759;0.39953506;[C];[MAJ];[];
1.0;0.34308544;0.11228811;0.17838088;0.5245796;0.23387688;0.23145899;0.7316126;0.4188953;0.12630415;0.11116525;0.3863397;[C];[MAJ];[];
1.0;0.34223202;0.106774494;0.178142;0.5080219;0.23559085;0.25202864;0.78078854;0.41265613;0.12528636;0.113476284;0.40174514;[C];[MAJ];[];
1.0;0.3577556;0.14138566;0.20296817;0.49529895;0.2512546;0.28114155;0.7669894;0.40289915;0.12942004;0.12471031;0.41331396;[C];[MAJ];[];
1.0;0.4427905;0.2910831;0.3272732;0.5174971;0.3414245;0.4325652;0.92262167;0.5364651;0.24947983;0.24197398;0.53724885;[C];[MAJ];[];
0.743153;0.3966037;0.30871707;0.2902008;0.43675873;0.33466405;0.46307635;1.0;0.5717693;0.30344284;0.28381714;0.47088158;[C];[MAJ];[];
0.5660295;0.26130277;0.22895113;0.23390335;0.4057839;0.26109633;0.34582382;1.0;0.45496836;0.2286245;0.2329747;0.32950097;[C];[MAJ];[];
0.53037304;0.22035044;0.17910466;0.18980351;0.43601465;0.21068574;0.3340522;1.0;0.37122628;0.15963534;0.19063193;0.2856346;[C];[MAJ];[];
0.49162108;0.19796847;0.17468946;0.16584833;0.3906131;0.16204788;0.28616446;1.0;0.35746747;0.120243505;0.14154664;0.25996867;[C];[MAJ];[];
0.46916363;0.19010796;0.15801907;0.1409336;0.33598244;0.14496489;0.26722136;1.0;0.33079097;0.11014505;0.1363356;0.24445008;[C];[MAJ];[];
0.44964844;0.17769122;0.14283115;0.12605722;0.31547388;0.13533425;0.25367332;1.0;0.31822234;0.10759294;0.12238284;0.23330642;[C];[MAJ];[];
0.43760148;0.18820442;0.15307376;0.14113343;0.2925644;0.15046044;0.25909793;1.0;0.34032717;0.12425493;0.13287987;0.25331783;[C];[MAJ];[];
0.45408425;0.24409269;0.19933726;0.17177887;0.31930456;0.23709838;0.33910364;1.0;0.3946486;0.16555029;0.17044388;0.26320338;[C];[MAJ];[];
0.41910625;0.2778171;0.23622358;0.22113502;0.30775806;0.34047592;0.48067164;1.0;0.5289358;0.27894852;0.2559614;0.3224529;[C];[MAJ];[];
0.52613163;0.30511162;0.2719842;0.31280097;0.34183758;0.3517482;0.5868637;1.0;0.65175813;0.34380776;0.28243023;0.36577246;[C];[MAJ];[];
0.8471474;0.40676713;0.29030555;0.36076406;0.5010185;0.3460772;0.5052009;1.0;0.7239503;0.30118605;0.2604858;0.5062172;[C];[MAJ];[];
0.8369137;0.34967917;0.19236356;0.22444575;0.48400056;0.31852907;0.44239953;1.0;0.64077187;0.23390852;0.18820539;0.43637064;[C];[MAJ];[];
0.8342946;0.3306895;0.18493484;0.20905939;0.46255654;0.28504637;0.4442145;1.0;0.62681603;0.2087435;0.16824125;0.42846814;[C];[MAJ];[];
0.9642978;0.37422392;0.2098714;0.24337594;0.5489387;0.29114857;0.38596573;1.0;0.6602608;0.20364709;0.17334524;0.4691601;[C];[MAJ];[];
1.0;0.39514983;0.19308928;0.21494615;0.59316987;0.31777883;0.42523193;0.979297;0.676181;0.21214283;0.16205762;0.4761632;[C];[MAJ];[];
1.0;0.39271823;0.17996801;0.24911644;0.6882452;0.334747;0.42117923;0.9112094;0.6745157;0.20261246;0.16489196;0.5203203;[C];[MAJ];[];
0.9924337;0.377957;0.17942318;0.25389743;0.692742;0.32954317;0.41135615;1.0;0.6828922;0.20124367;0.16305405;0.5310586;[C];[MAJ];[];
0.8911614;0.32623938;0.14152336;0.21048507;0.57968235;0.28571972;0.37102342;1.0;0.58392864;0.15619731;0.13403262;0.46190476;[C];[MAJ];[];
0.82308555;0.31089994;0.107776925;0.19374338;0.52480507;0.2489658;0.33050206;1.0;0.5622229;0.1415896;0.12613441;0.41678143;[C];[MAJ];[];
0.7583149;0.28546217;0.09070196;0.17506148;0.48067695;0.21815878;0.315678;1.0;0.5227182;0.124323405;0.108284764;0.3715992;[C];[MAJ];[];
0.73870623;0.28049818;0.08971251;0.17770018;0.49705246;0.22944967;0.31012607;1.0;0.4977295;0.12378252;0.122531876;0.38051027;[C];[MAJ];[];
0.747975;0.28596342;0.09480187;0.18103886;0.5501449;0.24449855;0.29762414;1.0;0.49094272;0.11566256;0.12453183;0.41898316;[C];[MAJ];[];
0.8132454;0.30932963;0.09773912;0.19259189;0.57993364;0.25137734;0.29636228;1.0;0.49182543;0.116521716;0.12222917;0.46236777;[C];[MAJ];[];
0.8791803;0.33452398;0.09662343;0.20724313;0.62319857;0.2541454;0.28048518;1.0;0.49158624;0.11655558;0.12740673;0.49427295;[C];[MAJ];[];
1.0;0.36306325;0.094390154;0.21954286;0.68275857;0.27191028;0.27735358;0.99780566;0.52135587;0.13368641;0.146311;0.55721134;[C];[MAJ];[];
1.0;0.36861315;0.09673698;0.18826076;0.5838224;0.2572045;0.26822847;0.87646705;0.4777467;0.12920436;0.13685448;0.48799598;[C];[MAJ];[];
1.0;0.3649085;0.1018964;0.1733514;0.5303792;0.24088107;0.2803102;0.92628294;0.47091028;0.12520462;0.12593943;0.45607308;[C];[MAJ];[];
0.96535796;0.34881073;0.098770216;0.17451599;0.5087988;0.21655424;0.27658686;1.0;0.44952443;0.107697144;0.107305996;0.43691847;[C];[MAJ];[];
0.9274807;0.3296913;0.093807586;0.1567691;0.47898626;0.19979295;0.26943406;1.0;0.42688406;0.09376199;0.103918545;0.39604053;[C];[MAJ];[];
0.97919965;0.33809727;0.09190959;0.16243163;0.5150239;0.21399312;0.27046123;1.0;0.4240231;0.09496764;0.10931151;0.44520468;[C];[MAJ];[];
1.0;0.35025638;0.08924869;0.16443266;0.52925307;0.21999624;0.26139042;0.9287688;0.40156877;0.09611077;0.10565113;0.45125735;[C];[MAJ];[];
1.0;0.34833294;0.089468405;0.16377556;0.51299286;0.20654729;0.24241698;0.88112986;0.3844385;0.10014065;0.110102616;0.44051448;[C];[MAJ];[];
1.0;0.3463208;0.08662938;0.15913278;0.49940145;0.1990466;0.21409188;0.7556744;0.3419005;0.09639565;0.10639492;0.44829872;[C];[MAJ];[];
1.0;0.34554127;0.09696314;0.15541905;0.48609796;0.19281723;0.1891001;0.6155273;0.29823023;0.09492128;0.113681346;0.44245195;[C];[MAJ];[];
1.0;0.35515565;0.10185922;0.15322362;0.44527987;0.18748763;0.17100723;0.4873677;0.27312022;0.08469586;0.104774565;0.42167738;[C];[MAJ];[];
1.0;0.34189302;0.091313355;0.14349417;0.4236185;0.17824234;0.15676075;0.44839764;0.2543781;0.08191802;0.09009688;0.40749997;[C];[MAJ];[];
1.0;0.34474912;0.07805274;0.13868612;0.43907207;0.17990641;0.16587077;0.56212103;0.26602098;0.076776884;0.10001827;0.37897632;[C];[MAJ];[];
1.0;0.33783615;0.08034502;0.15643437;0.44410855;0.17887537;0.19087894;0.66297704;0.27361137;0.07524223;0.09592606;0.3807783;[C];[MAJ];[];
1.0;0.3444796;0.08096055;0.15183543;0.46701488;0.18309522;0.2043512;0.74317724;0.28624186;0.074049234;0.09687933;0.39827695;[C];[MAJ];[];
1.0;0.34264094;0.079710096;0.14472218;0.46644133;0.17678584;0.20732552;0.82419926;0.3061476;0.06937331;0.100289956;0.41144246;[C];[MAJ];[];
1.0;0.35241663;0.09519853;0.15110709;0.44306204;0.16397387;0.20228146;0.854411;0.31228375;0.07452803;0.096852705;0.4020837;[C];[MAJ];[];
1.0;0.34685436;0.09168293;0.15110378;0.45411634;0.17854378;0.21417804;0.86272293;0.3111717;0.070646085;0.09734281;0.40689105;[C];[MAJ];[];
1.0;0.34660172;0.08659622;0.13973211;0.43130544;0.17878103;0.20453781;0.8031447;0.302082;0.06977753;0.09381054;0.40463665;[C];[MAJ];[];
1.0;0.34259373;0.08513533;0.13082097;0.38795543;0.17413989;0.2031539;0.748347;0.28691578;0.07255163;0.087557875;0.40053958;[C];[MAJ];[];
1.0;0.35136876;0.08399574;0.13121603;0.41506562;0.175165;0.19434719;0.70461226;0.28512037;0.064968646;0.089733414;0.39406705;[C];[MAJ];[];
1.0;0.34880072;0.0811991;0.1407706;0.43693262;0.18386976;0.19864692;0.6370614;0.28071514;0.07718112;0.09467957;0.38901407;[C];[MAJ];[];
1.0;0.3409617;0.08665829;0.14914624;0.44333768;0.17739323;0.17658833;0.5896413;0.26967233;0.086289056;0.09408719;0.37577203;[C];[MAJ];[];
1.0;0.35511217;0.09306182;0.1733902;0.49890548;0.19495173;0.19295877;0.6306712;0.276689;0.085961916;0.09665172;0.37930223;[C];[MAJ];[];
1.0;0.35351804;0.10413884;0.18286504;0.5231551;0.20129794;0.19656274;0.6956144;0.28026375;0.07175056;0.092326745;0.38561442;[C];[MAJ];[];
1.0;0.35834306;0.106253415;0.1804223;0.5227775;0.20941918;0.20222014;0.7583378;0.29325312;0.0691709;0.0834102;0.40094215;[C];[MAJ];[];
1.0;0.36225426;0.109823525;0.19416775;0.55829126;0.23344997;0.20722236;0.7530667;0.27833045;0.072614975;0.104136765;0.40350524;[C];[MAJ];[];
1.0;0.36050728;0.104919896;0.19739862;0.5714623;0.24040602;0.201802;0.72069496;0.267808;0.08506223;0.110650994;0.41578165;[C];[MAJ];[];
1.0;0.36299357;0.12542075;0.19981325;0.54736274;0.23649386;0.20823978;0.7506111;0.27302757;0.085570514;0.116402104;0.42345762;[C];[MAJ];[];
1.0;0.37301952;0.14618626;0.2102237;0.58854586;0.24301615;0.2317087;0.84100896;0.30218703;0.08939857;0.11942197;0.41388133;[C];[MAJ];[];
1.0;0.38477808;0.14409822;0.22767629;0.64804083;0.2696918;0.25646204;0.9314748;0.33721948;0.111774474;0.12827688;0.39834458;[C];[MAJ];[];
1.0;0.37445977;0.14854763;0.25395352;0.69989395;0.28133774;0.27290717;0.8893367;0.33372626;0.10377088;0.13108078;0.41522193;[C];[MAJ];[];
1.0;0.38794672;0.1674128;0.27996016;0.7868781;0.31217927;0.2584839;0.7929795;0.3314878;0.10619793;0.15090777;0.42683473;[C];[MAJ];[];
1.0;0.3797148;0.15913941;0.28227466;0.8227205;0.33211565;0.29942614;0.85208607;0.36339483;0.13540861;0.16546975;0.42310902;[C];[MAJ];[];
0.92887145;0.36334428;0.13727109;0.27760082;0.7706816;0.30898565;0.31601268;1.0;0.37949765;0.12183528;0.14959022;0.40430588;[C];[MAJ];[];
0.7565696;0.2983887;0.11591824;0.23243158;0.6439761;0.25188434;0.29614893;1.0;0.35651305;0.09976826;0.12040894;0.32640484;[C];[MAJ];[];
0.679206;0.25820902;0.10438935;0.21839765;0.5756588;0.22713555;0.27566776;1.0;0.34570238;0.085876085;0.10124191;0.29978606;[C];[MAJ];[];
0.61027986;0.24061683;0.105941884;0.19620828;0.5014623;0.22212909;0.29464012;1.0;0.35296768;0.09548269;0.11516599;0.26613486;[C];[MAJ];[];
0.5811544;0.2333714;0.11336761;0.20777754;0.48788655;0.21103108;0.3003837;1.0;0.34054998;0.092905395;0.09738368;0.22972773;[C];[MAJ];[];
0.61666316;0.24624045;0.12386789;0.19668062;0.51357806;0.21523751;0.2890028;1.0;0.33513233;0.07862791;0.08622327;0.24180661;[C];[MAJ];[];
0.6627418;0.25817817;0.11003324;0.19516642;0.5116878;0.2077078;0.2677819;1.0;0.347686;0.08328026;0.086530946;0.25627053;[C];[MAJ];[];
0.759027;0.29176125;0.11400425;0.2202721;0.5831793;0.22440346;0.2858985;1.0;0.36013648;0.08836803;0.09578615;0.3142398;[C];[MAJ];[];
0.9182592;0.34789684;0.13149135;0.27425805;0.7253873;0.27925658;0.2953992;1.0;0.37986913;0.102136284;0.13265757;0.38328442;[C];[MAJ];[];
1.0;0.37655407;0.13044283;0.2719689;0.7175828;0.29462326;0.3106817;0.8944428;0.3368482;0.10528103;0.13544323;0.41009155;[C];[MAJ];[];
1.0;0.36229593;0.13366815;0.2690897;0.68293035;0.28288484;0.27062294;0.71927077;0.30570096;0.11909006;0.11782589;0.3893775;[C];[MAJ];[];
1.0;0.3829853;0.15363887;0.28289557;0.69906366;0.28922972;0.24586251;0.6966394;0.28665966;0.10237861;0.11481379;0.37375742;[C];[MAJ];[];
1.0;0.40934694;0.1637897;0.26061448;0.65959275;0.2756434;0.22108024;0.63798124;0.268772;0.097565524;0.12143133;0.37728903;[C];[MAJ];[];
1.0;0.3845863;0.16615868;0.26165676;0.63673455;0.26696178;0.20650116;0.6317453;0.2690992;0.1009606;0.11899738;0.37067577;[C];[MAJ];[];
1.0;0.37579653;0.14480345;0.25007477;0.64005834;0.2861128;0.22087954;0.62450373;0.25160873;0.104421504;0.117205545;0.37310836;[C];[MAJ];[];
1.0;0.3706726;0.1404395;0.25475237;0.6299179;0.26905033;0.21015827;0.58825827;0.23739205;0.11329519;0.12427306;0.38084695;[C];[MAJ];[];
1.0;0.37644738;0.12813511;0.23969011;0.60799974;0.2451424;0.19109605;0.59866256;0.25191176;0.108227365;0.116834216;0.3751343;[C];[MAJ];[];
1.0;0.3658441;0.13198939;0.23494686;0.59318024;0.24041884;0.19682917;0.6215778;0.24337931;0.09587868;0.12488082;0.37443122;[C];[MAJ];[];
1.0;0.35539404;0.13118495;0.22808772;0.58461463;0.23776129;0.2058218;0.64037675;0.23869513;0.091923706;0.121212624;0.386577;[C];[MAJ];[];
1.0;0.36806527;0.1436251;0.2350009;0.5792406;0.23362184;0.19052343;0.63475806;0.2527352;0.09948764;0.11696957;0.38048676;[C];[MAJ];[];
1.0;0.38865766;0.15042199;0.23350313;0.5834274;0.23779453;0.20276727;0.60938585;0.23588572;0.08914389;0.112304956;0.38352993;[C];[MAJ];[];
1.0;0.38670385;0.14423352;0.22702624;0.5364854;0.23642279;0.21438967;0.5949284;0.25934163;0.10395924;0.1303256;0.39196151;[C];[MAJ];[];
1.0;0.37701717;0.14073212;0.22801076;0.5265885;0.25110692;0.24743663;0.6466715;0.29201227;0.12767242;0.1453402;0.40597087;[C];[MAJ];[];
0.82735527;0.32503393;0.25141412;0.27341992;0.5034819;0.47150883;0.60236;1.0;0.71380234;0.48424774;0.39758855;0.5781634;[C];[MAJ];[];
0.75367844;0.266541;0.2089854;0.2118513;0.4013395;0.34356844;0.50039977;1.0;0.56890875;0.3117029;0.2584829;0.4656275;[C];[MAJ];[];
0.8784641;0.28994152;0.18374167;0.17898567;0.3581285;0.2472711;0.39897594;1.0;0.456429;0.17823343;0.16106579;0.42268267;[C];[MAJ];[];
1.0;0.33135656;0.1554896;0.14487717;0.3325779;0.20676787;0.3438993;0.99267507;0.4264454;0.13788445;0.13168776;0.37614402;[C];[MAJ];[];
1.0;0.30833924;0.12767209;0.120944075;0.3133896;0.18817098;0.31112483;0.9927162;0.39323324;0.116690814;0.12301518;0.34711763;[C];[MAJ];[];
0.9850593;0.29367012;0.12299568;0.116453804;0.31048685;0.16218694;0.29541466;1.0;0.38263404;0.11292642;0.12178955;0.35521019;[C];[MAJ];[];
0.97096217;0.289013;0.11664191;0.116681546;0.3131688;0.16410503;0.29679453;1.0;0.38552132;0.109296255;0.11672192;0.35728666;[C];[MAJ];[];
0.9383773;0.2847799;0.12501761;0.12486038;0.32985008;0.17208497;0.3031748;1.0;0.381411;0.10546489;0.11458498;0.36031362;[C];[MAJ];[];
0.888017;0.27255732;0.13491324;0.12771925;0.333484;0.17584167;0.30498704;1.0;0.3828617;0.10380404;0.119524464;0.3512856;[C];[MAJ];[];
0.87251383;0.27706835;0.13216583;0.12478714;0.34406933;0.17444448;0.2985353;1.0;0.387617;0.10015359;0.11127963;0.36622256;[C];[MAJ];[];
0.8905191;0.28615215;0.1436276;0.13698873;0.370375;0.18365972;0.30551732;1.0;0.40430784;0.09898339;0.10600151;0.3796799;[C];[MAJ];[];
0.94379556;0.30448246;0.14436804;0.14436951;0.406648;0.19957861;0.31370297;1.0;0.41124457;0.097885385;0.10903454;0.4022142;[C];[MAJ];[];
0.99346256;0.32669365;0.15240087;0.15547372;0.4295732;0.20533435;0.31450716;1.0;0.42699847;0.10574119;0.124311574;0.43576762;[C];[MAJ];[];
0.95907307;0.31885752;0.14795439;0.13401549;0.3916982;0.18667522;0.30805463;1.0;0.4124936;0.09657132;0.12328029;0.4003535;[C];[MAJ];[];
0.9026217;0.30532002;0.1250452;0.133475;0.37330675;0.17393371;0.29203087;1.0;0.39942548;0.09463721;0.116569825;0.3637379;[C];[MAJ];[];
0.84682226;0.28829107;0.10868979;0.12222041;0.35206366;0.15661302;0.27315775;1.0;0.3793496;0.086936936;0.10649747;0.3592209;[C];[MAJ];[];
0.7693622;0.26120266;0.09475926;0.11035619;0.32112637;0.14455704;0.25632307;1.0;0.36029574;0.0769719;0.100233234;0.34291992;[C];[MAJ];[];
0.7354121;0.25191084;0.098131366;0.10721265;0.29363093;0.1263396;0.24697313;1.0;0.34448802;0.06828054;0.092376865;0.33442396;[C];[MAJ];[];
0.7023994;0.2454512;0.09601383;0.10017416;0.28227156;0.12998831;0.2458792;1.0;0.3445782;0.06876921;0.08856952;0.3288096;[C];[MAJ];[];
0.7031302;0.24749719;0.09947846;0.104520164;0.2935058;0.12942792;0.23879609;1.0;0.34742135;0.058428697;0.0791622;0.3230235;[C];[MAJ];[];
0.7445084;0.26701826;0.09827237;0.11332705;0.32157743;0.13861655;0.2432038;1.0;0.3470317;0.057518687;0.082389124;0.3293004;[C];[MAJ];[];
0.7792035;0.28083882;0.10402925;0.121504426;0.33590868;0.13931409;0.23841083;1.0;0.34896418;0.06290439;0.08927737;0.32273912;[C];[MAJ];[];
0.82181805;0.29776213;0.108177096;0.124864474;0.3486444;0.14547116;0.24316688;1.0;0.3513535;0.07291438;0.090716556;0.31889606;[C];[MAJ];[];
0.9075177;0.32556885;0.12001896;0.13566193;0.37885916;0.1582058;0.24353379;1.0;0.36093375;0.08174877;0.10200785;0.3462587;[C];[MAJ];[];
1.0;0.36032823;0.13002504;0.1573668;0.42031613;0.17028417;0.25793976;0.9998354;0.3775129;0.08630873;0.11445255;0.39170876;[C];[MAJ];[];
1.0;0.35240555;0.12325956;0.15750842;0.4270338;0.17124857;0.23927931;0.91090953;0.35765988;0.08106071;0.11339855;0.40164018;[C];[MAJ];[];
1.0;0.35452616;0.1245992;0.15922016;0.43481746;0.16942084;0.21825059;0.8237308;0.3251742;0.0772402;0.10755478;0.41141748;[C];[MAJ];[];
1.0;0.3560181;0.11869189;0.15827711;0.43140164;0.16974947;0.20952614;0.8065329;0.31897953;0.074800365;0.11045581;0.40586168;[C];[MAJ];[];
1.0;0.34834138;0.121005066;0.15809399;0.4313708;0.17761834;0.22839244;0.83821064;0.31839383;0.07215914;0.104961924;0.40831667;[C];[MAJ];[];
1.0;0.3582957;0.11408277;0.16922562;0.44757646;0.17539868;0.23340794;0.88893354;0.33265778;0.07376493;0.11771978;0.41278577;[C];[MAJ];[];
1.0;0.35499838;0.12103806;0.1785808;0.4750599;0.18312527;0.25352985;0.9654207;0.34572214;0.07786151;0.12025755;0.4136942;[C];[MAJ];[];
1.0;0.36761403;0.11838196;0.18421447;0.48853904;0.18540844;0.234533;0.97259516;0.3470669;0.074798614;0.12367255;0.4052734;[C];[MAJ];[];
1.0;0.36251637;0.12716982;0.18250093;0.49163863;0.18572877;0.23982528;0.99698406;0.35395;0.07450551;0.1228594;0.4175971;[C];[MAJ];[];
1.0;0.36110792;0.11544484;0.166755;0.4618972;0.17145441;0.23108248;0.9594851;0.33329922;0.07469333;0.11508381;0.40930125;[C];[MAJ];[];
1.0;0.35145944;0.109329596;0.1713567;0.46916375;0.17952424;0.21626405;0.89075196;0.3021094;0.06936729;0.10751548;0.40144697;[C];[MAJ];[];
1.0;0.3511811;0.10771122;0.17516035;0.47211492;0.17380677;0.20231059;0.8537937;0.29167554;0.068720475;0.10723777;0.38728163;[C];[MAJ];[];
1.0;0.3438744;0.10783254;0.1772921;0.4637739;0.17024656;0.18646877;0.78928924;0.2774813;0.062689446;0.107798755;0.38024238;[C];[MAJ];[];
1.0;0.4444813;0.23032519;0.2668489;0.47420943;0.24343061;0.2887674;0.7551641;0.35975397;0.17048015;0.21074256;0.4509976;[C];[MAJ];[];
0.84873044;0.63154495;0.47113016;0.45302224;0.50504684;0.44606033;0.57282275;1.0;0.61252415;0.34795222;0.41866252;0.5045983;[C];[MAJ];[];
0.6045288;0.47070044;0.40771914;0.38708;0.42266154;0.3509437;0.5772594;1.0;0.57548857;0.3079681;0.3587183;0.43491316;[C];[MAJ];[];
0.5112849;0.26890913;0.22352496;0.2397314;0.3363826;0.26304302;0.4559881;1.0;0.47677246;0.19089964;0.2059456;0.32499492;[C];[MAJ];[];
0.6065074;0.24110866;0.1405266;0.15314448;0.34022334;0.21411948;0.34024674;1.0;0.41579401;0.14155497;0.12886481;0.27994314;[C];[MAJ];[];
0.71349514;0.25335735;0.13183466;0.14137194;0.34726235;0.18517613;0.30965102;1.0;0.38355073;0.123083845;0.122417934;0.29558235;[C];[MAJ];[];
0.70581585;0.23814768;0.1349338;0.14069042;0.3563499;0.1673435;0.30358866;1.0;0.3568775;0.10545797;0.11312871;0.2798666;[C];[MAJ];[];
0.736531;0.24464135;0.13715054;0.13549025;0.35428795;0.16115804;0.29491085;1.0;0.35266697;0.094078116;0.093147926;0.30027235;[C];[MAJ];[];
0.72718257;0.23661716;0.12764019;0.12946215;0.34313735;0.14504732;0.27322936;1.0;0.34953344;0.08352694;0.093102545;0.3146576;[C];[MAJ];[];
0.6748793;0.21308109;0.11630657;0.12063311;0.31932297;0.1357092;0.2759432;1.0;0.34316537;0.074785426;0.089068934;0.30725363;[C];[MAJ];[];
0.6200393;0.20040944;0.11186894;0.1207965;0.32027394;0.14134635;0.27436358;1.0;0.33550656;0.071939945;0.088465564;0.28984466;[C];[MAJ];[];
0.56061536;0.18532868;0.11725784;0.1193648;0.31713992;0.13685365;0.2659725;1.0;0.32911372;0.064277954;0.073881015;0.24902657;[C];[MAJ];[];
0.5045773;0.17327012;0.12462163;0.11009806;0.3019815;0.12891707;0.2601865;1.0;0.32453722;0.057259865;0.061895885;0.21032834;[C];[MAJ];[];
0.4723017;0.16535378;0.123272784;0.10778126;0.27918884;0.11812324;0.25253025;1.0;0.31572375;0.052438438;0.05959939;0.21388063;[C];[MAJ];[];
0.4309895;0.16029766;0.115331225;0.09904584;0.2492843;0.10785729;0.25175473;1.0;0.308005;0.05743375;0.06949856;0.21778053;[C];[MAJ];[];
0.42126882;0.15837137;0.10768586;0.09620062;0.24669895;0.10650409;0.25237122;1.0;0.30593476;0.053195957;0.0737609;0.23399498;[C];[MAJ];[];
0.4122341;0.15637976;0.103749976;0.09653858;0.24928634;0.10413573;0.24504393;1.0;0.30797982;0.05211241;0.07501727;0.24212758;[C];[MAJ];[];
0.41670573;0.16718991;0.1005032;0.101328164;0.26160476;0.11185826;0.24433371;1.0;0.31093016;0.05359383;0.07252523;0.2504005;[C];[MAJ];[];
0.42916322;0.17536263;0.106323875;0.10674914;0.28187114;0.12243189;0.2553538;1.0;0.31905666;0.05678862;0.072145216;0.250022;[C];[MAJ];[];
0.47438285;0.20239674;0.114374034;0.11682715;0.31423187;0.13477221;0.26291582;1.0;0.32133913;0.05512039;0.06927407;0.25350717;[C];[MAJ];[];
0.5399854;0.227049;0.11928373;0.13374048;0.35981452;0.14607458;0.25931612;1.0;0.32793245;0.05630911;0.069088645;0.25827882;[C];[MAJ];[];
0.61212033;0.26794744;0.13846911;0.16149147;0.39241427;0.18226212;0.2869769;1.0;0.34157464;0.07106849;0.10402693;0.3003146;[C];[MAJ];[];
0.6377444;0.27942654;0.1487421;0.1756723;0.38201284;0.20957609;0.3104249;1.0;0.33906898;0.09148324;0.12289417;0.3134735;[C];[MAJ];[];
0.65621495;0.26860818;0.14981376;0.15386036;0.35917586;0.17524804;0.28846076;1.0;0.32872942;0.08357387;0.1010194;0.30751106;[C];[MAJ];[];
0.6688619;0.25733912;0.136758;0.13918403;0.3380468;0.13838701;0.25975567;1.0;0.31687683;0.060297552;0.086021855;0.3015372;[C];[MAJ];[];
0.6563145;0.24190983;0.1318993;0.13047495;0.3275633;0.12836999;0.24064384;1.0;0.30460265;0.04950102;0.07575764;0.2819071;[C];[MAJ];[];
0.64258415;0.23696136;0.11592991;0.123754986;0.31056845;0.11429714;0.23289596;1.0;0.29901;0.04779949;0.06747487;0.25872353;[C];[MAJ];[];
0.63530993;0.23278713;0.11009507;0.113480315;0.29377055;0.11378535;0.23028867;1.0;0.29243207;0.04621259;0.06868874;0.25674972;[C];[MAJ];[];
0.6579467;0.24016964;0.1093183;0.11403923;0.29533857;0.11559279;0.23503782;1.0;0.2892126;0.04693186;0.0706542;0.27571526;[C];[MAJ];[];
0.67304504;0.294082;0.16896215;0.15708448;0.33376643;0.18205424;0.31936753;1.0;0.3403439;0.08429071;0.13068525;0.3310537;[C];[MAJ];[];
0.8192654;0.51398057;0.33512592;0.32313973;0.45191368;0.42924452;0.55768967;1.0;0.5283394;0.26357785;0.34501684;0.43758306;[C];[MAJ];[];
0.91830426;0.59205604;0.45965222;0.4203729;0.5449708;0.6353913;0.72380865;1.0;0.67382675;0.40633574;0.46094504;0.59416896;[C];[MAJ];[];
0.7306467;0.39543873;0.31798208;0.32256326;0.46824145;0.37791654;0.44173324;1.0;0.5828729;0.31154126;0.3508563;0.5037411;[C];[MAJ];[];
0.7158193;0.32437232;0.21311611;0.18468721;0.34158185;0.18664396;0.3208934;1.0;0.44311503;0.20834248;0.23410414;0.40543512;[C];[MAJ];[];
0.6461725;0.28278902;0.18592116;0.15905112;0.3242219;0.17076354;0.3025145;1.0;0.40150908;0.16690867;0.19809294;0.3455797;[C];[MAJ];[];
0.65337974;0.27814558;0.17596297;0.14501351;0.32788926;0.17266302;0.29827958;1.0;0.3598955;0.14027773;0.18984497;0.34336147;[C];[MAJ];[];
0.7271688;0.29284063;0.17223138;0.14978886;0.37823606;0.18988192;0.279023;1.0;0.36747807;0.14148763;0.21449749;0.4047583;[C];[MAJ];[];
