C;C^;D;D^;E;F;F^;G;G^;A;A^;B;baseNote;variation1;variation2;
0.7001802;1.0;0.60934514;0.22457491;0.32509023;0.7798435;0.3870579;0.24361156;0.4157267;0.40530437;0.55579334;0.39016724;[A#];[MIN];[];
0.6229962;1.0;0.57735515;0.19747205;0.3074368;0.84647214;0.39900258;0.19873115;0.42105967;0.40428206;0.5398057;0.34669742;[A#];[MIN];[];
0.58000106;1.0;0.5616323;0.18484195;0.31129742;0.90048987;0.38659957;0.18224056;0.3974042;0.3979015;0.5361344;0.33268932;[A#];[MIN];[];
0.5743371;1.0;0.554176;0.19085298;0.31251085;0.9293263;0.38285983;0.17349046;0.4004809;0.38730654;0.5077118;0.33543625;[A#];[MIN];[];
0.5461092;1.0;0.55223334;0.17193687;0.29894266;0.9156209;0.37635112;0.15647149;0.36607808;0.38072672;0.48803443;0.30029333;[A#];[MIN];[];
0.528713;1.0;0.5371078;0.16710491;0.29588962;0.9088477;0.36740342;0.1502133;0.3373498;0.36136872;0.48657247;0.28629342;[A#];[MIN];[];
0.49312526;1.0;0.54578257;0.16173552;0.28625935;0.89313304;0.35217056;0.15114203;0.33105308;0.35089612;0.48314908;0.2756072;[A#];[MIN];[];
0.5130976;1.0;0.5327976;0.15634659;0.27739912;0.90702564;0.34426463;0.1308072;0.32216418;0.35310668;0.4823144;0.27598542;[A#];[MIN];[];
0.5150912;1.0;0.5297127;0.14875647;0.26661262;0.8837619;0.32352337;0.117972374;0.3074129;0.35412636;0.49718177;0.2772495;[A#];[MIN];[];
0.50428736;1.0;0.5274713;0.14064595;0.24947684;0.83477527;0.30051163;0.11364103;0.2928336;0.33541322;0.49506092;0.27648684;[A#];[MIN];[];
0.49456635;1.0;0.5237285;0.1431264;0.24010591;0.77334684;0.27591893;0.10326205;0.27864876;0.33168212;0.50035924;0.2851987;[A#];[MIN];[];
0.49638206;1.0;0.5084118;0.13026215;0.21511908;0.6853422;0.23742576;0.09094238;0.25960633;0.33377767;0.5006428;0.28004813;[A#];[MIN];[];
0.50446403;1.0;0.49979272;0.12353921;0.19109182;0.60745806;0.21214099;0.08885721;0.24239592;0.32259032;0.4864497;0.26660985;[A#];[MIN];[];
0.49047863;1.0;0.4945337;0.12181515;0.1689549;0.5131834;0.1860594;0.08704003;0.23420368;0.31639007;0.48932865;0.2661751;[A#];[MIN];[];
0.48233896;1.0;0.49841404;0.12171365;0.15024392;0.4468921;0.1660756;0.087550536;0.22405687;0.31834263;0.5069584;0.2629452;[A#];[MIN];[];
0.49146116;1.0;0.49685723;0.11585965;0.13017063;0.41134748;0.15428753;0.08748913;0.20213522;0.3067679;0.49921656;0.26531345;[A#];[MIN];[];
0.5009414;1.0;0.49160528;0.107303105;0.13100821;0.4233978;0.1559354;0.08250024;0.19125961;0.3009889;0.49286783;0.27068266;[A#];[MIN];[];
0.49143448;1.0;0.4901546;0.10495633;0.14392827;0.4472506;0.16653556;0.08477987;0.18317877;0.2869441;0.47798893;0.26212156;[A#];[MIN];[];
0.47569656;1.0;0.50463355;0.101463586;0.14831454;0.46767104;0.18179777;0.083063625;0.1657559;0.2761998;0.46546432;0.25891528;[A#];[MIN];[];
0.47587883;1.0;0.50059074;0.10484428;0.1499429;0.45674077;0.17663777;0.07145307;0.15314564;0.26893494;0.4579607;0.25060117;[A#];[MIN];[];
0.47728226;1.0;0.49794647;0.10526876;0.15953714;0.47912738;0.18443373;0.0702786;0.15800811;0.27988723;0.4445691;0.2431051;[A#];[MIN];[];
0.46916208;1.0;0.496582;0.11274293;0.17402044;0.50984114;0.19870104;0.07208018;0.15128474;0.26195744;0.436197;0.23870622;[A#];[MIN];[];
0.46211576;1.0;0.4964016;0.11880503;0.18921715;0.56943476;0.21742474;0.068744086;0.1466919;0.2592325;0.41745532;0.2220313;[A#];[MIN];[];
0.46779156;1.0;0.4832523;0.10039328;0.19975089;0.63248336;0.2330299;0.07555386;0.1466163;0.25973257;0.40530804;0.21063955;[A#];[MIN];[];
0.46264598;1.0;0.47966886;0.09429488;0.20615748;0.66523075;0.23732932;0.07186781;0.13006409;0.23969315;0.3915521;0.20533906;[A#];[MIN];[];
0.46666968;1.0;0.47852674;0.08896886;0.2161126;0.70664614;0.24255204;0.069066755;0.11918511;0.23011307;0.3819703;0.2061728;[A#];[MIN];[];
0.46528786;1.0;0.4755741;0.08957087;0.2344002;0.77727807;0.26597467;0.06786192;0.12136444;0.23071286;0.3700327;0.19878973;[A#];[MIN];[];
0.45701393;1.0;0.47694254;0.09816162;0.2470348;0.8392999;0.2788538;0.06425889;0.11471696;0.21300852;0.35653463;0.18855618;[A#];[MIN];[];
0.47336128;1.0;0.4692059;0.087290235;0.26044878;0.8738767;0.2798272;0.06302874;0.108967856;0.20902143;0.34207416;0.18227808;[A#];[MIN];[];
0.46598297;1.0;0.47221828;0.09597774;0.27094236;0.9052574;0.29670325;0.06672053;0.11201366;0.20924509;0.3428702;0.18485911;[A#];[MIN];[];
0.4525226;1.0;0.46647844;0.08844954;0.26270223;0.9113889;0.30201417;0.06673369;0.1074637;0.20609802;0.34520635;0.17907783;[A#];[MIN];[];
0.44169223;1.0;0.4624849;0.08605484;0.25086454;0.8832116;0.30124965;0.06577456;0.098271236;0.1996658;0.34540078;0.18674277;[A#];[MIN];[];
0.44319966;1.0;0.4629949;0.08338576;0.25124934;0.8687972;0.28943843;0.06350117;0.09417098;0.1987595;0.34416243;0.180603;[A#];[MIN];[];
0.43265593;1.0;0.46838534;0.08446525;0.25281844;0.87044334;0.2902456;0.064194195;0.08777507;0.20638882;0.35572895;0.1908967;[A#];[MIN];[];
0.4428444;1.0;0.4640577;0.0816861;0.23636915;0.8147949;0.27172;0.06477436;0.09141422;0.20833199;0.3617021;0.18903558;[A#];[MIN];[];
0.43870404;1.0;0.4650972;0.080550276;0.22606081;0.77207524;0.26114944;0.06016422;0.09202695;0.21249506;0.37398207;0.19542518;[A#];[MIN];[];
0.4424454;1.0;0.4660037;0.08037936;0.2222322;0.7351285;0.25292805;0.057040934;0.08839588;0.21648888;0.38882872;0.19548868;[A#];[MIN];[];
0.44893545;1.0;0.45724645;0.06941059;0.208804;0.6887689;0.24075821;0.05583142;0.08548205;0.20588467;0.39181542;0.1959782;[A#];[MIN];[];
0.46313226;1.0;0.4554172;0.07725168;0.18439874;0.60206544;0.21089375;0.052066606;0.07135656;0.19568923;0.3927485;0.20447537;[A#];[MIN];[];
0.46701378;1.0;0.4530292;0.075565524;0.16697785;0.52863896;0.18843327;0.057587396;0.094520226;0.21708678;0.39797398;0.2022927;[A#];[MIN];[];
0.4513402;1.0;0.45557654;0.072613075;0.15257248;0.45810953;0.16551118;0.057572454;0.10240828;0.22060174;0.40302873;0.20004877;[A#];[MIN];[];
0.45808423;1.0;0.46072567;0.07489856;0.13885191;0.39295858;0.15111436;0.05594313;0.09254954;0.20131385;0.39437452;0.21141921;[A#];[MIN];[];
0.44115597;1.0;0.45322782;0.07112498;0.121819094;0.34579113;0.13143559;0.0571727;0.09316751;0.20888244;0.38918364;0.19165151;[A#];[MIN];[];
0.449675;1.0;0.45335937;0.07561812;0.11079732;0.3092805;0.11633507;0.049907316;0.087571554;0.21582124;0.389459;0.19768186;[A#];[MIN];[];
0.43088245;1.0;0.4638427;0.080559164;0.10351869;0.28332096;0.10367071;0.049426973;0.09007543;0.20780861;0.39483544;0.19568801;[A#];[MIN];[];
0.42784247;1.0;0.47015014;0.06448008;0.08164653;0.24360405;0.09341829;0.052191768;0.09031036;0.19522035;0.38174114;0.19470766;[A#];[MIN];[];
0.4219149;1.0;0.47145984;0.07671713;0.09575891;0.27570444;0.10423729;0.06758532;0.10055617;0.20372234;0.3830797;0.18623662;[A#];[MIN];[];
0.42854306;1.0;0.46404865;0.0798679;0.114256725;0.3638768;0.13053961;0.06935986;0.09914389;0.19238895;0.37718317;0.184755;[A#];[MIN];[];
0.41176024;1.0;0.47203448;0.07362235;0.12447109;0.4316971;0.1523459;0.06657577;0.099804774;0.19603395;0.35857105;0.17793432;[A#];[MIN];[];
0.42563736;1.0;0.47141856;0.06880679;0.14014481;0.48400238;0.16919972;0.066890016;0.10000444;0.20628573;0.36592752;0.17576115;[A#];[MIN];[];
0.41144872;1.0;0.4707717;0.07975978;0.16706428;0.56706935;0.243589;0.09034212;0.10487114;0.20438968;0.37144196;0.18317148;[A#];[MIN];[];
0.4065166;1.0;0.47940195;0.08702329;0.1680549;0.6089848;0.2769859;0.115784355;0.11521853;0.18858439;0.38351303;0.19308859;[A#];[MIN];[];
0.43504065;1.0;0.5011777;0.122925386;0.24119174;0.70685667;0.27526975;0.12621966;0.20278378;0.23120844;0.41746196;0.29929245;[A#];[MIN];[];
0.51336145;1.0;0.52064407;0.18938659;0.39961913;0.9369812;0.44679698;0.28810182;0.40809706;0.44474694;0.60692996;0.4721012;[A#];[MIN];[];
0.71635586;0.91392535;0.59463453;0.4734519;0.67430985;1.0;0.5627825;0.5283716;0.5028273;0.52005583;0.6966863;0.58523965;[A#];[MIN];[];
0.7214541;0.68882614;0.6067672;0.4766869;0.5696688;1.0;0.73719466;0.51367897;0.4425069;0.61187047;0.64337265;0.49766755;[A#];[MIN];[];
0.74426067;0.6265319;0.60875326;0.4096047;0.48833764;1.0;0.7155847;0.46501204;0.42492023;0.6013166;0.81668335;0.6031285;[A#];[MIN];[];
0.8483115;0.8266986;0.55603266;0.4023271;0.56470615;1.0;0.5828212;0.3977915;0.45484746;0.5260089;0.7193437;0.6016843;[A#];[MIN];[];
0.88421637;0.8815471;0.53655857;0.2817023;0.42186603;1.0;0.45668623;0.28083232;0.46694508;0.49350682;0.59402126;0.5430772;[A#];[MIN];[];
0.7569162;0.8103207;0.48119032;0.19485661;0.3553041;1.0;0.47172922;0.2221789;0.41031823;0.41654673;0.5065683;0.4668145;[A#];[MIN];[];
0.6834977;0.7703536;0.4438867;0.18788917;0.34104338;1.0;0.44797432;0.16441602;0.38977367;0.42140633;0.51144314;0.41379002;[A#];[MIN];[];
0.6819461;0.7730042;0.428277;0.1709074;0.3398641;1.0;0.40697935;0.14435208;0.37468913;0.41677344;0.5220104;0.39863157;[A#];[MIN];[];
0.6555415;0.76472783;0.41594917;0.16205436;0.3228125;1.0;0.39080855;0.12843521;0.35877982;0.42097068;0.5194894;0.37604755;[A#];[MIN];[];
0.6235685;0.7668995;0.41974786;0.16238765;0.3205933;1.0;0.39136022;0.13802837;0.36883497;0.41468707;0.51864105;0.37147778;[A#];[MIN];[];
0.64022475;0.80531126;0.43395475;0.1561579;0.31232882;1.0;0.38854104;0.14147933;0.37544695;0.40096357;0.5090899;0.35738286;[A#];[MIN];[];
0.6961451;0.8880232;0.46129888;0.1541297;0.31248826;1.0;0.38206697;0.13665101;0.37014374;0.4187894;0.5377279;0.38347593;[A#];[MIN];[];
0.74854666;0.9518458;0.49058375;0.15673263;0.3156283;1.0;0.37234017;0.13374181;0.3786023;0.42924866;0.5697309;0.40413496;[A#];[MIN];[];
0.78473896;1.0;0.5025155;0.15803804;0.3028367;0.9689752;0.37517792;0.13865802;0.37911558;0.4422959;0.5917754;0.40676916;[A#];[MIN];[];
0.7928537;1.0;0.4929428;0.15083219;0.27436158;0.8863676;0.3435298;0.145391;0.3672466;0.43230915;0.5919058;0.3981602;[A#];[MIN];[];
0.8053584;1.0;0.49616528;0.1543449;0.25499517;0.7972069;0.2909687;0.121005215;0.3527887;0.4484945;0.5879141;0.39520085;[A#];[MIN];[];
0.7830573;1.0;0.48864758;0.14676426;0.22959979;0.7208635;0.27092963;0.115371;0.31594267;0.4096796;0.5815475;0.39492646;[A#];[MIN];[];
0.7822138;1.0;0.48824275;0.14229012;0.21028939;0.62058485;0.2356571;0.11055743;0.31469575;0.42646727;0.5769447;0.3758702;[A#];[MIN];[];
0.78182006;1.0;0.4897381;0.1490973;0.1859732;0.50454634;0.2024068;0.11832816;0.31241512;0.40830603;0.5631862;0.36898455;[A#];[MIN];[];
0.79082423;1.0;0.4877523;0.14432098;0.17202684;0.4596999;0.1883654;0.10871325;0.28278032;0.38622782;0.5554568;0.35955942;[A#];[MIN];[];
0.7650032;1.0;0.49400407;0.14450793;0.18224336;0.49550563;0.19119193;0.09625782;0.2562559;0.3687531;0.53271157;0.33918026;[A#];[MIN];[];
0.7573216;1.0;0.49875757;0.1426462;0.18046322;0.51537305;0.20248263;0.09293649;0.24329625;0.36897925;0.51389337;0.32469106;[A#];[MIN];[];
0.73409796;1.0;0.499836;0.13948102;0.20575377;0.57547486;0.23374425;0.09900344;0.25410017;0.3684412;0.52100706;0.325559;[A#];[MIN];[];
0.7287337;1.0;0.48898572;0.13181965;0.20562749;0.6121145;0.25501308;0.10391528;0.23975568;0.35161534;0.5053323;0.31126297;[A#];[MIN];[];
0.7025976;1.0;0.48152152;0.124758214;0.21139768;0.64647484;0.25310186;0.08973726;0.22532228;0.3333553;0.48294964;0.29474127;[A#];[MIN];[];
0.6807077;1.0;0.49471474;0.12448831;0.22432718;0.71006525;0.28432772;0.08732912;0.21054976;0.308864;0.4668708;0.29710385;[A#];[MIN];[];
0.6705584;1.0;0.49604675;0.12176511;0.24704453;0.7911494;0.29635555;0.07908094;0.19909489;0.31809667;0.46975142;0.2921616;[A#];[MIN];[];
0.67579055;1.0;0.495176;0.11746321;0.2730462;0.91003764;0.3400708;0.08903004;0.19499816;0.31871587;0.4663791;0.29052758;[A#];[MIN];[];
0.6571729;1.0;0.49796933;0.11254521;0.28485715;0.9770195;0.34847343;0.082471505;0.19408947;0.3035036;0.45387122;0.27822927;[A#];[MIN];[];
0.63184357;0.9933781;0.49581364;0.115600616;0.29213446;1.0;0.35283586;0.090945154;0.1905796;0.2835463;0.43088624;0.2653846;[A#];[MIN];[];
0.60121435;0.9344432;0.45409963;0.10914759;0.29332566;1.0;0.36376226;0.083989695;0.16961914;0.26236865;0.38954875;0.24030323;[A#];[MIN];[];
0.5436856;0.8569287;0.4301759;0.09932176;0.28390542;1.0;0.36134842;0.0738833;0.15848388;0.25296307;0.37453926;0.22008449;[A#];[MIN];[];
0.5337144;0.8145034;0.41279182;0.103507966;0.2731951;1.0;0.361358;0.073491514;0.14769532;0.24581009;0.3653231;0.21512464;[A#];[MIN];[];
0.5263137;0.80381674;0.40860358;0.10026936;0.2844781;1.0;0.34589216;0.06794483;0.1261676;0.2139279;0.34231707;0.21410185;[A#];[MIN];[];
0.5147915;0.80375904;0.40180597;0.08901152;0.2803242;1.0;0.34264743;0.06991669;0.14100751;0.2254137;0.32910216;0.20294797;[A#];[MIN];[];
0.5067303;0.8028611;0.39434195;0.08394436;0.27748066;1.0;0.35265395;0.07719523;0.14705947;0.2168157;0.33650276;0.2005574;[A#];[MIN];[];
0.50878394;0.78671616;0.3925066;0.08057763;0.2813123;1.0;0.3495172;0.0757382;0.14410292;0.22033362;0.33532712;0.19825804;[A#];[MIN];[];
0.50906587;0.7946584;0.3935054;0.084778324;0.27567366;1.0;0.3550654;0.07621494;0.13123281;0.21668106;0.33835706;0.1982389;[A#];[MIN];[];
0.48576742;0.79343927;0.40339822;0.088744186;0.27733022;1.0;0.3567223;0.070099756;0.1216522;0.21010748;0.34005967;0.19763419;[A#];[MIN];[];
0.49496737;0.7968511;0.4019873;0.08702943;0.28759384;1.0;0.347115;0.06808025;0.13106191;0.21177559;0.34933254;0.20789246;[A#];[MIN];[];
0.48581544;0.8055731;0.4071462;0.084411375;0.27740574;1.0;0.34545124;0.071322;0.13577186;0.21193062;0.3519401;0.20043954;[A#];[MIN];[];
0.49772996;0.8451349;0.4236218;0.08777949;0.28029716;1.0;0.35147122;0.07467892;0.13617158;0.21239768;0.35021448;0.20078094;[A#];[MIN];[];
0.5215249;0.9095807;0.45417225;0.0955159;0.28375214;1.0;0.36851463;0.08083499;0.15227877;0.22024553;0.36291805;0.201863;[A#];[MIN];[];
0.55238813;0.97081953;0.4975791;0.09750935;0.29990762;1.0;0.3600142;0.08194757;0.1729061;0.25597543;0.39959294;0.21717443;[A#];[MIN];[];
0.5555097;1.0;0.5185804;0.09754037;0.27183527;0.9349647;0.34752598;0.077680856;0.17236142;0.2593256;0.40795305;0.22006297;[A#];[MIN];[];
0.5586957;1.0;0.50518113;0.08640242;0.2519774;0.8758853;0.32904235;0.07840354;0.16574153;0.2471466;0.40606418;0.2246307;[A#];[MIN];[];
0.55943763;1.0;0.49470273;0.090784885;0.2362956;0.84048986;0.3080932;0.073257305;0.16668102;0.23744543;0.4042228;0.21666037;[A#];[MIN];[];
0.55129987;1.0;0.4957737;0.083412685;0.21893995;0.7910538;0.28507334;0.06862969;0.17065488;0.24126783;0.3947269;0.21561028;[A#];[MIN];[];
0.55016357;1.0;0.49303907;0.08193011;0.20186208;0.74664104;0.27024361;0.06969059;0.16409312;0.21753098;0.39028206;0.21397218;[A#];[MIN];[];
0.542942;1.0;0.49970016;0.08679317;0.1918594;0.70960057;0.2561445;0.080515794;0.17397818;0.24195386;0.40365386;0.21754433;[A#];[MIN];[];
0.5410643;1.0;0.5087207;0.097170845;0.24076514;0.69204485;0.24214226;0.10897327;0.19792001;0.26668227;0.44191957;0.24284886;[A#];[MIN];[];
0.52854717;1.0;0.5246024;0.11885429;0.31636885;0.75744474;0.27524117;0.15489638;0.25838986;0.32057497;0.50004214;0.30665195;[A#];[MIN];[];
0.59335315;1.0;0.54096216;0.1746114;0.4075909;0.9114807;0.4235403;0.34475526;0.4588681;0.61069256;0.79138523;0.49869344;[A#];[MIN];[];
0.67636126;0.923256;0.5827147;0.35346758;0.5326589;1.0;0.6238943;0.49732646;0.48278862;0.6578601;0.8002277;0.61213565;[A#];[MIN];[];
0.56066346;0.6173445;0.47430003;0.3366631;0.4924808;1.0;0.69042563;0.4684758;0.43108696;0.572289;0.4830231;0.4182768;[A#];[MIN];[];
0.589284;0.5242603;0.46713537;0.33295232;0.4868519;1.0;0.69559234;0.55103666;0.60072833;0.65334094;0.7259917;0.51869786;[A#];[MIN];[];
0.782887;0.7864305;0.5571034;0.31775334;0.4464929;1.0;0.65232503;0.4496049;0.5540117;0.566851;0.6827575;0.55911225;[A#];[MIN];[];
0.80102193;0.75803334;0.4410035;0.21533756;0.38876975;1.0;0.522164;0.308957;0.5362961;0.42979115;0.4589775;0.4479198;[A#];[MIN];[];
0.770404;0.817398;0.47366807;0.19290558;0.3727994;1.0;0.41943333;0.2098789;0.45030534;0.4152481;0.4426276;0.3970522;[A#];[MIN];[];
0.66375625;0.7508409;0.4117947;0.1663296;0.3352456;1.0;0.41750872;0.14415497;0.37998736;0.3780597;0.42988575;0.3478807;[A#];[MIN];[];
0.5990721;0.67629325;0.3572348;0.13647945;0.32237417;1.0;0.40670004;0.1327497;0.33291498;0.34027112;0.4023205;0.3127044;[A#];[MIN];[];
0.5500146;0.6232715;0.34327447;0.12175986;0.31383327;1.0;0.39775762;0.11739713;0.31775382;0.3260961;0.3734091;0.2836713;[A#];[MIN];[];
0.52808446;0.6157576;0.32076302;0.109769955;0.31211984;1.0;0.39187917;0.1100488;0.30894503;0.30655774;0.36054996;0.2681892;[A#];[MIN];[];
0.49811673;0.6079986;0.3077445;0.10581495;0.30610058;1.0;0.39016473;0.10635638;0.29727826;0.30216882;0.36361936;0.25701672;[A#];[MIN];[];
0.4865936;0.59952396;0.30719623;0.101770066;0.31156373;1.0;0.3927992;0.104850754;0.2869144;0.2957842;0.37668908;0.26299304;[A#];[MIN];[];
0.46827996;0.58688086;0.2970568;0.09547943;0.3089262;1.0;0.38679007;0.096511886;0.2665651;0.27960306;0.36788684;0.24653986;[A#];[MIN];[];
0.4580752;0.5923357;0.30174318;0.093210496;0.30076167;1.0;0.38740072;0.09426961;0.25058058;0.26918083;0.36307552;0.244551;[A#];[MIN];[];
0.44885945;0.60285383;0.30581143;0.09008406;0.29835048;1.0;0.37617204;0.09266282;0.2499283;0.26368627;0.36422414;0.23999096;[A#];[MIN];[];
0.4354428;0.59304047;0.2963349;0.08630644;0.29599127;1.0;0.37135935;0.08853349;0.24195598;0.2533508;0.3580255;0.23106547;[A#];[MIN];[];
0.43543267;0.6127337;0.3121693;0.09203117;0.29365277;1.0;0.3732273;0.086188234;0.23131277;0.2538403;0.3613297;0.233997;[A#];[MIN];[];
0.44856066;0.6299177;0.3243962;0.09650727;0.29912484;1.0;0.36671388;0.08488498;0.23034334;0.26752588;0.37524873;0.23869348;[A#];[MIN];[];
0.47303352;0.64754087;0.320797;0.09261767;0.29536223;1.0;0.36599153;0.08967621;0.22311312;0.26874912;0.3774617;0.24695373;[A#];[MIN];[];
0.5096011;0.70209944;0.35082722;0.09250909;0.29714128;1.0;0.36135757;0.084963;0.23352133;0.27433333;0.3876763;0.25241423;[A#];[MIN];[];
0.54497623;0.7501966;0.3788062;0.100636974;0.29357222;1.0;0.37352332;0.08614702;0.23607032;0.2926764;0.41264102;0.26847208;[A#];[MIN];[];
0.6081491;0.82675827;0.4234413;0.105444945;0.29942116;1.0;0.38184384;0.09617877;0.24536054;0.3157598;0.45121637;0.29207402;[A#];[MIN];[];
0.67119956;0.9225637;0.45370123;0.11856479;0.30910474;1.0;0.37514684;0.10535733;0.26967993;0.3486569;0.5052048;0.31049067;[A#];[MIN];[];
0.7205787;1.0;0.5085886;0.13128276;0.30843583;0.9973294;0.38931403;0.10484034;0.26899794;0.35461164;0.5222626;0.32226002;[A#];[MIN];[];
0.7271843;1.0;0.48914003;0.1157795;0.28533927;0.9215782;0.364811;0.09506668;0.23928063;0.31830427;0.5000848;0.3071388;[A#];[MIN];[];
0.72418165;1.0;0.49707854;0.11463903;0.26145446;0.84709054;0.332026;0.091697246;0.22410727;0.31256017;0.47651353;0.29369387;[A#];[MIN];[];
0.7147603;1.0;0.4998138;0.111657664;0.24408048;0.78099674;0.2954953;0.087491065;0.21777798;0.31449333;0.47697014;0.28376916;[A#];[MIN];[];
0.6895284;1.0;0.49274507;0.10916217;0.21806644;0.72452486;0.27407867;0.08415923;0.19286075;0.2855292;0.46658942;0.28038046;[A#];[MIN];[];
0.684437;1.0;0.48996848;0.09970634;0.2067763;0.6816429;0.25112534;0.07526582;0.18780452;0.27776182;0.45179552;0.27670458;[A#];[MIN];[];
0.68370086;1.0;0.50463146;0.10556564;0.18950331;0.6163782;0.22684866;0.077353284;0.19343096;0.2864235;0.473403;0.29611477;[A#];[MIN];[];
0.67358166;1.0;0.51283276;0.110780776;0.17284784;0.5519873;0.20823632;0.07772395;0.17753525;0.27706856;0.47754547;0.28989834;[A#];[MIN];[];
0.66674525;1.0;0.5119766;0.10512682;0.14426824;0.45279709;0.15864934;0.080223046;0.16538058;0.26129666;0.45916444;0.27779135;[A#];[MIN];[];
0.6350495;1.0;0.5097453;0.09615785;0.13046747;0.38399714;0.1403888;0.07706618;0.16815028;0.26394215;0.44507077;0.26668778;[A#];[MIN];[];
0.63206667;1.0;0.5049534;0.095111825;0.12633121;0.38371074;0.14028375;0.06927023;0.1536659;0.26198468;0.45139778;0.27257323;[A#];[MIN];[];
0.6206061;1.0;0.50139636;0.09600136;0.1491679;0.46141002;0.17079705;0.07010334;0.15394524;0.26114225;0.45162925;0.26038778;[A#];[MIN];[];
0.61644775;1.0;0.5086937;0.10201316;0.16859986;0.52750707;0.18879613;0.071061276;0.14661162;0.25033778;0.44115886;0.25753477;[A#];[MIN];[];
0.6272358;1.0;0.5129019;0.09295839;0.18322408;0.61696815;0.2190075;0.07633178;0.15641025;0.24662071;0.44629258;0.2642788;[A#];[MIN];[];
0.63929445;1.0;0.49705198;0.08827625;0.19413246;0.6727224;0.24768515;0.08243374;0.16585137;0.2652284;0.45144758;0.25675395;[A#];[MIN];[];
0.6300597;1.0;0.502867;0.08714153;0.22211704;0.7534258;0.27036488;0.0764153;0.15964909;0.2564106;0.44588622;0.27261016;[A#];[MIN];[];
0.6344634;1.0;0.49425298;0.085129365;0.23257338;0.79512656;0.28608486;0.077751614;0.1560249;0.25003302;0.41634277;0.24562998;[A#];[MIN];[];
0.62039214;1.0;0.50285274;0.09335267;0.2472725;0.85562974;0.31625056;0.080945;0.15878132;0.23869894;0.4288276;0.254552;[A#];[MIN];[];
0.62552446;1.0;0.4970411;0.09835908;0.28365856;0.95836264;0.3678319;0.08529236;0.15542302;0.26459634;0.45472607;0.25893483;[A#];[MIN];[];
0.6272397;0.9948547;0.504055;0.09284708;0.30017477;1.0;0.3710654;0.09035885;0.15227018;0.25311556;0.43908465;0.25256935;[A#];[MIN];[];
0.6119553;0.98196745;0.48984826;0.0928035;0.29871228;1.0;0.36493;0.0896683;0.15449315;0.23321904;0.42847002;0.2484125;[A#];[MIN];[];
0.5719937;0.9241162;0.46198884;0.08142372;0.2952564;1.0;0.37591687;0.081844024;0.14491889;0.22417222;0.40628943;0.2305621;[A#];[MIN];[];
0.53226304;0.87998414;0.44780117;0.08985079;0.29015058;1.0;0.37359732;0.07923887;0.13548514;0.20932044;0.38542882;0.21730453;[A#];[MIN];[];
0.5044633;0.84603846;0.4305961;0.092872664;0.2888634;1.0;0.36700964;0.078132525;0.1167573;0.183867;0.35193154;0.20657131;[A#];[MIN];[];
0.4564963;0.7873676;0.40791428;0.08159066;0.29210103;1.0;0.36273;0.07524155;0.1181809;0.17816289;0.32299766;0.17930113;[A#];[MIN];[];
0.4339514;0.74418914;0.39063403;0.07574225;0.27854943;1.0;0.35390088;0.071481675;0.1245373;0.17582075;0.31228808;0.17159131;[A#];[MIN];[];
0.42357662;0.74150383;0.38596782;0.07622358;0.27486864;1.0;0.35707396;0.065189734;0.11020349;0.17727493;0.313037;0.17396255;[A#];[MIN];[];
0.42926332;0.74673814;0.37817976;0.07486688;0.28074172;1.0;0.35307565;0.059405245;0.093577884;0.16397265;0.3046311;0.16652438;[A#];[MIN];[];
0.42814285;0.7453867;0.38495564;0.077874966;0.2792302;1.0;0.35602337;0.07051896;0.09776307;0.16203399;0.3071845;0.1680123;[A#];[MIN];[];
0.41588387;0.7293311;0.37824956;0.07178404;0.27230036;1.0;0.36224684;0.06958984;0.100658596;0.17075107;0.301241;0.15766516;[A#];[MIN];[];
0.4044965;0.7229356;0.3707157;0.07111021;0.288381;1.0;0.35349986;0.06568079;0.108211435;0.17466041;0.2967226;0.15828471;[A#];[MIN];[];
0.41061276;0.7273295;0.37534356;0.07716726;0.28801447;1.0;0.3510839;0.06868909;0.10422888;0.16745429;0.3024962;0.16110027;[A#];[MIN];[];
